season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over
2024,Visakhapatnam,2024-04-03,League,SP Narine,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,106.0,273.0,20.0,N
2024,Ahmedabad,2024-04-04,League,Shashank Singh,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,3.0,200.0,20.0,N
2024,Hyderabad,2024-04-05,League,Abhishek Sharma,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,166.0,20.0,N
2024,Jaipur,2024-04-06,League,JC Buttler,Sawai Mansingh Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,184.0,20.0,N
2024,Mumbai,2024-04-07,League,R Shepherd,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29.0,235.0,20.0,N
2024,Lucknow,2024-04-07,League,Yash Thakur,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,Lucknow Super Giants,runs,33.0,164.0,20.0,N
2024,Chennai,2024-04-08,League,RA Jadeja,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,138.0,20.0,N
2024,Mohali,2024-04-09,League,Nithish Kumar Reddy,Maharaja Yadavindra Singh International Cricket Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,2.0,183.0,20.0,N
2024,Jaipur,2024-04-10,League,Rashid Khan,Sawai Mansingh Stadium,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,197.0,20.0,N
2024,Mumbai,2024-04-11,League,JJ Bumrah,Wankhede Stadium,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,197.0,20.0,N
2024,Lucknow,2024-04-12,League,Kuldeep Yadav,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Delhi Capitals,wickets,6.0,168.0,20.0,N
2024,Mohali,2024-04-13,League,SO Hetmyer,Maharaja Yadavindra Singh International Cricket Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,148.0,20.0,N
2024,Kolkata,2024-04-14,League,PD Salt,Eden Gardens,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,162.0,20.0,N
2024,Mumbai,2024-04-14,League,M Pathirana,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,20.0,207.0,20.0,N
2024,Bengaluru,2024-04-15,League,TM Head,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,25.0,288.0,20.0,N
2024,Kolkata,2024-04-16,League,JC Buttler,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,2.0,224.0,20.0,N
2024,Ahmedabad,2024-04-17,League,RR Pant,Narendra Modi Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,90.0,20.0,N
2024,Mohali,2024-04-18,League,JJ Bumrah,Maharaja Yadavindra Singh International Cricket Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,9.0,193.0,20.0,N
2024,Lucknow,2024-04-19,League,KL Rahul,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,8.0,177.0,20.0,N
2024,Delhi,2024-04-20,League,TM Head,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,67.0,267.0,20.0,N
2024,Kolkata,2024-04-21,League,AD Russell,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,1.0,223.0,20.0,N
2024,Mohali,2024-04-21,League,R Sai Kishore,Maharaja Yadavindra Singh International Cricket Stadium,Punjab Kings,Gujarat Titans,Punjab Kings,bat,Gujarat Titans,wickets,3.0,143.0,20.0,N
2024,Jaipur,2024-04-22,League,Sandeep Sharma,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,9.0,180.0,20.0,N
2024,Chennai,2024-04-23,League,MP Stoinis,MA Chidambaram Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,211.0,20.0,N
2024,Delhi,2024-04-24,League,RR Pant,Arun Jaitley Stadium,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,runs,4.0,225.0,20.0,N
2024,Hyderabad,2024-04-25,League,RM Patidar,Rajiv Gandhi International Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,35.0,207.0,20.0,N
2024,Kolkata,2024-04-26,League,JM Bairstow,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8.0,262.0,20.0,N
2024,Delhi,2024-04-27,League,J Fraser-McGurk,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10.0,258.0,20.0,N
2024,Lucknow,2024-04-27,League,SV Samson,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,197.0,20.0,N
2024,Ahmedabad,2024-04-28,League,WG Jacks,Narendra Modi Stadium,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,201.0,20.0,N
2024,Chennai,2024-04-28,League,RD Gaikwad,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,78.0,213.0,20.0,N
2024,Kolkata,2024-04-29,League,CV Varun,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,7.0,154.0,20.0,N
2024,Lucknow,2024-04-30,League,MP Stoinis,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4.0,145.0,20.0,N
2024,Chennai,2024-05-01,League,Harpreet Brar,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7.0,163.0,20.0,N
2024,Hyderabad,2024-05-02,League,B Kumar,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,1.0,202.0,20.0,N
2024,Mumbai,2024-05-03,League,VR Iyer,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,24.0,170.0,20.0,N
2024,Bengaluru,2024-05-04,League,Mohammed Siraj,M Chinnaswamy Stadium,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,148.0,20.0,N
2024,Dharamsala,2024-05-05,League,RA Jadeja,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,28.0,168.0,20.0,N
2024,Lucknow,2024-05-05,League,SP Narine,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,runs,98.0,236.0,20.0,N
2024,Mumbai,2024-05-06,League,SA Yadav,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,174.0,20.0,N
2024,Delhi,2024-05-07,League,Kuldeep Yadav,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,20.0,222.0,20.0,N
2024,Hyderabad,2024-05-08,League,TM Head,Rajiv Gandhi International Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,wickets,10.0,166.0,20.0,N
2024,Dharamsala,2024-05-09,League,V Kohli,Himachal Pradesh Cricket Association Stadium,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,60.0,242.0,20.0,N
2024,Ahmedabad,2024-05-10,League,Shubman Gill,Narendra Modi Stadium,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Gujarat Titans,runs,35.0,232.0,20.0,N
2024,Kolkata,2024-05-11,League,CV Varun,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,18.0,158.0,16.0,N
2024,Chennai,2024-05-12,League,Simarjeet Singh,MA Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,142.0,20.0,N
